id,preferred_term,candidate_term,status,issue,affected_object_ids,source_ids,next_action
TERM-271,junction box for cable connections and mounting box or bracket for an accessory support,"electrical box, wall box, J-box or adaptable box",accepted_pending_review,"Boxes can look similar but have different openings, covers, loads and access needs. A box behind a power point is not automatically a junction box.",AU-EL-JUNCTION-BOX|AU-EL-SOCKET-OUTLET-INSTALLATION|AU-EL-LIGHT-SWITCH-INSTALLATION,SRC-CLIPSAL-MOUNTING-ACCESSORIES|SRC-HAGER-WEATHERPROOF-ELECTRICAL,"Select boxes from their role, host, cover and service-access requirements rather than outline alone."
TERM-272,"cable as conductor assembly, conduit as closed pathway and trunking or tray as separate containment systems","wire, pipe, duct, raceway or cable tray",accepted_pending_review,"The terms describe different physical layers. Treating the cable centreline as conduit geometry loses fill, bends, fittings, supports and access covers.",AU-EL-RIGID-PVC-CONDUIT|AU-EL-CABLE-TRUNKING|AU-EL-CABLE-TRAY|AU-EL-CABLE-SHEATH,SRC-LEGRAND-CABLE-MANAGEMENT|SRC-OLEX-CABLE-HANDBOOK-2017|SRC-SA-ASNZS3000-METADATA,Route cables and containment as linked but independently drawable runs with separate fittings and supports.
TERM-273,"low voltage and extra-low voltage as electrical classifications, not casual descriptions","low-voltage cable, data voltage, mains voltage or safe voltage",research_required,"In everyday speech 230 V is called high voltage, but Australian electrical classifications use technical boundaries. Communications and control circuits also need their actual separation and power source recorded.",AU-EL-DOMESTIC-ELECTRICAL-INSTALLATION|AU-EL-COMMUNICATIONS-CABLING-SYSTEM,SRC-SA-ASNZS3000-METADATA|SRC-ACMA-CABLING-STANDARDS,Use the exact current standard definitions in rule evaluation and keep friendly UI wording separate from electrical classification.
TERM-274,"lighting point, luminaire and lamp as separate levels","light, light fitting, globe or fixture",accepted_pending_review,A lighting point is the installed connection and support location; the luminaire is the complete fitting; a replaceable lamp is only its light source. Integrated LED fittings may have no replaceable lamp.,AU-EL-LIGHTING-POINT|AU-EL-LUMINAIRE-ASSEMBLY|AU-EL-LAMP|AU-EL-INTEGRATED-LED-MODULE,SRC-CLIPSAL-RESIDENTIAL-LIGHTING|SRC-LEDVANCE-AU-LIGHTING-OVERVIEW,Let tools place a lighting point and then select luminaire construction and light-source anatomy.
TERM-275,"selected downlight product, optional physical guard and documented clearance or insulation-contact evidence","IC-rated object, downlight clearance box, heat shield or fire hood",accepted_pending_review,"An IC classification and clearance requirement are product evidence, not automatic solid geometry. A guard is a real optional product and must not be invented around every downlight.",AU-EL-RECESSED-LED-DOWNLIGHT|AU-EL-DOWNLIGHT-GUARD,SRC-SA-ELECTRICITY-SECTOR-UPDATES-2026|SRC-CLIPSAL-RESIDENTIAL-LIGHTING,Import classification and clearance metadata from the selected luminaire and generate a guard only when the documented arrangement includes one.
TERM-276,lighting power density and control compliance as analysis results,"NCC light object, compliant lighting zone or wattage solid",accepted_pending_review,"Housing Provisions 13.7.6 regulates artificial-lighting energy through a calculation and controls, with a NSW deletion. The power-density limit is not a physical component.",AU-EL-FIXED-LIGHTING-INSTALLATION|AU-EL-LIGHTING-POINT,SRC-ABCB-HP-ELECTRICAL-SERVICES|SRC-ABCB-HP-ELECTRICAL-SERVICES-NSW,"Draw luminaires and controls, then evaluate jurisdiction-specific energy rules from schedules and spaces."
TERM-277,"PCD or utility box, NTD or connection box, and router or gateway as distinct network layers","nbn box, modem, connection box or router",accepted_pending_review,"The external premises connection device, carrier network termination equipment and customer router have different ownership, cabling and power needs. Their forms also vary by access technology.",AU-EL-NBN-PREMISES-CONNECTION-DEVICE|AU-EL-NBN-NETWORK-TERMINATION-DEVICE|AU-EL-WIFI-ROUTER-GATEWAY,SRC-NBN-RESIDENTIAL-PREPARATION-2025,"Ask for access technology and installed equipment, then model carrier-owned and customer-owned layers separately."
TERM-278,"data outlet, telephone outlet and coaxial television outlet as separate connector systems","communications point, network point, phone point or TV point",accepted_pending_review,Similar faceplates can hold electrically and mechanically incompatible mechanisms. The visible plate cannot determine the service or cable behind it.,AU-EL-DATA-OUTLET-ASSEMBLY|AU-EL-TELEPHONE-OUTLET-ASSEMBLY|AU-EL-COAXIAL-TV-OUTLET-ASSEMBLY,SRC-CLIPSAL-HOUSEHOLD-SELECTION|SRC-ACMA-CABLING-STANDARDS,"Store connector, cable medium, category or frequency role and tested service for every communications outlet."
TERM-279,photovoltaic module for electricity generation and solar thermal collector for heat,solar panel,accepted_pending_review,Solar panel is common but ambiguous. PV modules contain cells and electrical leads; solar hot-water collectors contain fluid or heat-transfer paths and belong to a different system.,AU-EL-PV-MODULE,SRC-ENERGY-GOV-AU-SOLAR-INSTALLATION|SRC-SA-PV-5033-2021,Ask whether the object generates electricity or heat before selecting its catalogue family.
TERM-280,"PV module, string and array as distinct nested assemblies","panel string, solar bank, row or array",accepted_pending_review,A string is a series electrical circuit and can cross geometric rows; an array is the broader connected generating group. Visual row geometry alone cannot establish string topology.,AU-EL-PV-MODULE|AU-EL-PV-STRING|AU-EL-PV-ARRAY,SRC-SA-PV-5033-2021|SRC-SA-PV-5033-SPOTLIGHT,"Keep module placement, racking rows and electrical string membership as linked but independent data."
TERM-281,"string inverter, microinverter, DC optimiser, battery inverter and hybrid inverter as separate device types","solar inverter, converter, optimiser or battery charger",accepted_pending_review,"The devices occupy different locations and have different DC, AC and battery connections. A hybrid inverter is not simply a string inverter with an assumed battery added.",AU-EL-PV-STRING-INVERTER|AU-EL-PV-MICROINVERTER|AU-EL-PV-DC-POWER-OPTIMISER|AU-EL-BATTERY-INVERTER|AU-EL-HYBRID-SOLAR-BATTERY-INVERTER,SRC-ENERGY-GOV-AU-INVERTERS|SRC-SA-INVERTER-4777-2024|SRC-FRONIUS-AU-SOLAR-INVERTER-GUIDE,"Select architecture before generating converter quantity, location, cabling and isolation."
TERM-282,"BESS for the complete installed system, battery unit for the product and battery module for an internal block","battery, home battery, battery pack or solar battery",accepted_pending_review,"The complete system also includes power conversion, controls, protection and sometimes backup switching. A module is not a safe stand-alone installation object.",AU-EL-BATTERY-ENERGY-STORAGE-SYSTEM|AU-EL-BESS-BATTERY-UNIT|AU-EL-BESS-BATTERY-MODULE,SRC-SA-BESS-5139-2019|SRC-ENERGY-GOV-AU-BATTERIES|SRC-TESLA-AU-HOME-BATTERY-COMPONENTS,"Place the system assembly, then expose product units, modules and supporting equipment only where that architecture uses them."
TERM-283,documented PV DC isolation or disconnection device at its actual location,mandatory rooftop DC isolator,accepted_pending_review,"AS/NZS 5033:2021 changed the former blanket rooftop-isolator approach. Some designs use other disconnection arrangements, and a generic tool must not insert a roof switch by default.",AU-EL-PV-DC-ISOLATION-DEVICE|AU-EL-GRID-CONNECTED-PV-SYSTEM,SRC-SA-PV-5033-2021|SRC-SA-PV-5033-SPOTLIGHT,"Generate only the isolation architecture documented for the project, inverter and jurisdiction."
TERM-284,EVSE for fixed supply equipment and onboard charger for vehicle conversion equipment,"EV charger, wallbox, charging point or car charger",accepted_pending_review,"The fixed wall or pedestal unit controls and supplies the connection, while the vehicle commonly contains the onboard AC charger. Everyday language calls both the charger.",AU-EL-EV-HOME-CHARGING-INSTALLATION|AU-EL-WALL-MOUNTED-EVSE|AU-EL-PEDESTAL-EVSE,SRC-ENERGY-GOV-AU-EV-HOME-CHARGING,"Use friendly UI wording but store EVSE form, mode, connector, circuit and vehicle interface explicitly."
TERM-285,"RCM, EESS registration and product certification as evidence fields","RCM object, certified charger, approved light or compliant appliance geometry",accepted_pending_review,Marks and registrations concern selected equipment and suppliers. They are not separate building solids and cannot be proven from a generic model shape.,AU-EL-LUMINAIRE-ASSEMBLY|AU-EL-WALL-MOUNTED-EVSE|AU-EL-NBN-POWER-SUPPLY-UNIT,SRC-EESS-RCM,"Attach evidence identifiers, responsible supplier and scope to product instances without claiming certification from appearance."
TERM-286,"exact electrical standard edition, amendment state, jurisdiction and adoption date","current Australian Standard, latest Wiring Rules or compliant to AS/NZS",accepted_pending_review,"Publication and legal adoption are different. AS/NZS 3008.1.1:2025 and AS/NZS 3112:2025 illustrate edition transitions, while state rules and network documents can apply on different dates.",AU-EL-DOMESTIC-ELECTRICAL-INSTALLATION|AU-EL-GRID-CONNECTED-PV-SYSTEM|AU-EL-BATTERY-ENERGY-STORAGE-SYSTEM,SRC-NSW-ELECTRICAL-STANDARDS|SRC-WA-CABLE-BATTERY-STANDARDS-2026|SRC-QLD-ASNZS3112-2025,"Persist standard designation, edition, amendments, jurisdictional instrument and project approval date on every rule result."
TERM-287,"clearances, ratings, calculations, network approval and test results as linked evidence or analysis","clearance solid, certified volume, compliant cable size or approved equipment shape",accepted_pending_review,"These values depend on selected products, circuits, environment, jurisdiction and verification. Approximate SketchUp geometry cannot establish them by itself.",AU-EL-DOMESTIC-ELECTRICAL-INSTALLATION|AU-EL-GRID-CONNECTED-PV-SYSTEM|AU-EL-BATTERY-ENERGY-STORAGE-SYSTEM|AU-EL-EV-HOME-CHARGING-INSTALLATION,SRC-SA-ASNZS3000-METADATA|SRC-SA-PV-5033-2021|SRC-SA-BESS-5139-2019|SRC-ENERGY-GOV-AU-EV-HOME-CHARGING,"Draw physical carriers and optionally display non-solid analysis overlays, while keeping compliance claims evidence-backed."
TERM-288,optional or legacy backup hardware only when selected or found in the existing installation,every nbn connection has battery backup or every home battery backs up the house,accepted_pending_review,"nbn stopped supplying new battery-backup units in June 2024, and BESS backup needs specific transfer equipment and load architecture. Neither backup path is universal.",AU-EL-NBN-BATTERY-BACKUP-UNIT|AU-EL-BESS-BACKUP-TRANSFER-EQUIPMENT|AU-EL-BATTERY-ENERGY-STORAGE-SYSTEM,SRC-NBN-RESIDENTIAL-PREPARATION-2025|SRC-TESLA-AU-HOME-BATTERY-COMPONENTS,"Ask whether backup is installed, what equipment performs it and which loads are supplied before drawing the arrangement."
TERM-289,"camera view, detector coverage and wireless coverage as analysis fields linked to physical devices","camera cone object, alarm coverage solid or Wi-Fi room object",accepted_pending_review,"The visible volume can be useful as an overlay, but it is not a building material and does not prove performance. Furniture, heat sources, radio attenuation, privacy and commissioning can change the result.",AU-EL-IP-SECURITY-CAMERA|AU-EL-ALARM-PIR-DETECTOR|AU-EL-WIRELESS-ACCESS-POINT,SRC-HIKVISION-AU-VIDEO-INTERCOM-2026|SRC-NESS-AU-RESIDENTIAL-ALARM-SYSTEMS|SRC-ACMA-CABLING-STANDARDS,"Offer optional analysis overlays and store assumptions, but exclude them from physical material quantities."
TERM-290,physical test tag linked to an inspection record,"tested object, safe tag or compliant lead",accepted_pending_review,"A tag is a physical label and historical record pointer. It does not itself prove present condition, correct test method or continuing safety.",AU-EL-ELECTRICAL-TEST-TAG|AU-EL-CONSTRUCTION-EXTENSION-LEAD|AU-EL-PORTABLE-RCD-UNIT,SRC-SA-ASNZS3012-SPOTLIGHT|SRC-SA-ASNZS3017-METADATA,"Model the tag only where needed and keep inspection date, method, result and inspector as separately verifiable evidence."
TERM-291,"single-split, multi-split or ducted reverse-cycle system according to the actual topology",split system or reverse-cycle system as one interchangeable object,accepted_pending_review,A single split has one indoor and one outdoor unit. A multi-split branches one outdoor unit to several indoor units. A ducted system uses a central fan coil and an air-distribution network. They can share refrigeration principles without sharing drawable parts or connection patterns.,AU-ME-SINGLE-SPLIT-AIR-CONDITIONING-SYSTEM|AU-ME-MULTI-SPLIT-AIR-CONDITIONING-SYSTEM|AU-ME-DUCTED-REVERSE-CYCLE-SYSTEM,SRC-MITSUBISHI-AU-RESIDENTIAL-AC|SRC-ENERGY-RATING-AIR-CONDITIONERS-65KW,"Ask for the equipment and connection topology before generating indoor units, branches or ducts."
TERM-292,outdoor unit for the complete reversible product and outdoor heat exchanger for the coil,condenser or condenser unit,accepted_pending_review,"Condenser is common trade language, but a reverse-cycle outdoor coil rejects heat in cooling and absorbs heat in heating. Calling the whole assembly a condenser can also hide its compressor, fan, valves, casing and controls.",AU-ME-OUTDOOR-CONDENSING-UNIT|AU-ME-OUTDOOR-HEAT-EXCHANGER-COIL,SRC-MITSUBISHI-AU-RESIDENTIAL-AC|SRC-ENERGY-GOV-AU-HEATING-COOLING,Accept condenser as search language but preserve complete-unit identity and current operating mode separately.
TERM-293,indoor heat exchanger or indoor unit according to the physical scope,evaporator or evaporator unit,accepted_pending_review,"The indoor coil evaporates refrigerant in cooling but can condense it in reverse-cycle heating. The indoor unit also contains a fan, filter, drain pan, casing and controls, so coil and unit are not synonyms.",AU-ME-INDOOR-AIR-CONDITIONING-UNIT|AU-ME-INDOOR-HEAT-EXCHANGER-COIL,SRC-MITSUBISHI-AU-RESIDENTIAL-AC|SRC-ENERGY-GOV-AU-HEATING-COOLING,Store coil role by operating mode and never substitute the internal coil for the complete indoor equipment object.
TERM-294,refrigerant fan-coil unit or hydronic fan-coil unit with the energy-transfer circuit stated,fan coil,accepted_pending_review,"Fan coil describes air moved over a coil, but the coil may contain direct-expansion refrigerant or heating and cooling water. Identical-looking casings can require completely different pipework, valves, safety data and controls.",AU-ME-DUCTED-FAN-COIL-UNIT|AU-ME-INDOOR-AIR-CONDITIONING-UNIT|AU-ME-HYDRONIC-HEATING-SYSTEM,SRC-TEMPERZONE-AIRCORE-DUCTED|SRC-MITSUBISHI-AU-RESIDENTIAL-AC|SRC-REHAU-AU-HYDRONIC,"Require the connected fluid and system type before selecting fittings, drains, valves or licences."
TERM-295,"refrigerant gas line and refrigerant liquid line for the tubes, paired refrigerant lines for the pair and service bundle for all grouped services","pair coil, line set, pipe pair or AC bundle",accepted_pending_review,"Trade terms can mean two insulated copper tubes, a factory twin tube product, or the whole capping route containing tubes, drain and cable. Gas and liquid are circuit roles and actual refrigerant phase varies with mode and location.",AU-ME-REFRIGERANT-GAS-PIPE|AU-ME-REFRIGERANT-LIQUID-PIPE|AU-ME-REFRIGERANT-PIPEWORK-ASSEMBLY|AU-ME-AIRCON-SERVICE-CAPPING,SRC-ARC-REFRIGERANT-CODE-2024|SRC-MITSUBISHI-AU-RESIDENTIAL-AC|SRC-POLYAIRE-HVAC-COMPONENTS,"Model each tube, its insulation and the optional capping or service bundle as separate nested objects."
TERM-296,HRV when heat transfer is established and ERV only when moisture or enthalpy transfer is established,"HRV, ERV, heat recovery and energy recovery as automatic synonyms",accepted_pending_review,"Both systems can have four ducts, two fans and a core. Moisture transfer depends on the selected core and declared product performance, not its box shape or the presence of heat recovery.",AU-ME-WHOLE-HOUSE-HEAT-RECOVERY-VENTILATION-SYSTEM|AU-ME-PACKAGED-HEAT-RECOVERY-VENTILATION-UNIT|AU-ME-AIR-TO-AIR-HEAT-RECOVERY-CORE,SRC-MITSUBISHI-AU-LOSSNAY|SRC-MITSUBISHI-AU-LOSSNAY-SPEC,Store sensible and latent transfer evidence independently and do not infer ERV behaviour from generic core geometry.
TERM-297,"grille, register and diffuser as distinct terminal forms","vent, grille, register, diffuser or outlet",accepted_pending_review,"Everyday usage merges these terms. A grille is primarily an open-faced terminal, a register commonly adds an integral damper, and a diffuser is shaped to distribute supply air in a designed pattern. Return grilles and supply diffusers also have different air-path roles.",AU-ME-SUPPLY-AIR-GRILLE|AU-ME-SUPPLY-AIR-REGISTER|AU-ME-CEILING-AIR-DIFFUSER|AU-ME-RETURN-AIR-GRILLE,SRC-POLYAIRE-HVAC-COMPONENTS|SRC-TEMPERZONE-AIRCORE-DUCTED,"Use vent for friendly search only; require terminal role, face form, neck, integral damper and airflow pattern for generation."
TERM-298,multi-directional outlet with the actual face and neck geometry stored,MDO or ceiling vent,accepted_pending_review,"MDO is common Australian HVAC shorthand but is not a complete geometric description. Direction count, face size, neck size, removable sectors and connected cushion-head box vary by product.",AU-ME-MULTI-DIRECTIONAL-OUTLET|AU-ME-SUPPLY-AIR-TERMINAL-BOX,SRC-POLYAIRE-HVAC-COMPONENTS,Retain MDO as an abbreviation and select a scheduled product form before drawing the face or airflow directions.
TERM-299,"cushion-head box, linear-slot cushion-head box or terminal box according to the physical form",plenum box or boot,accepted_pending_review,"These terms can describe different shaped transition volumes behind grilles and diffusers. A cushion head used in Australian flexible-duct installations is not automatically a central supply plenum, a North American boot or a pressure-independent terminal unit.",AU-ME-SUPPLY-AIR-TERMINAL-BOX|AU-ME-RETURN-AIR-BOX|AU-ME-LINEAR-SLOT-CUSHION-HEAD-BOX|AU-ME-SUPPLY-AIR-PLENUM,SRC-POLYAIRE-HVAC-COMPONENTS,"Store face connection, duct spigot, depth, taper and pressure-control equipment before treating terminal boxes as equivalent."
TERM-300,"specified duct sealing tape, mastic, gasket or draw band by its declared function",duct tape,accepted_pending_review,"Duct tape can mean a generic cloth repair tape or a product intended for a particular duct material, insulation facing or vapour seal. Flexible-duct connections can require a draw band plus sealant or tape, not one universal adhesive strip.",AU-ME-DUCT-SEALING-TAPE|AU-ME-DUCT-SEALANT-MASTIC|AU-ME-DUCT-CONNECTION-GASKET|AU-ME-FLEXIBLE-DUCT-DRAW-BAND,SRC-ABCB-HP-MECHANICAL-SERVICES|SRC-SA-AS4254-1-2021|SRC-SA-AS4254-2-2012|SRC-POLYAIRE-HVAC-COMPONENTS,"Require substrate, joint type, sealing role and product evidence; do not select tape from appearance or nickname."
TERM-301,return-air grille for a mechanical return path and transfer-air grille for an opening between spaces,"return vent, transfer grille or air grille",accepted_pending_review,"A return grille connects a room to return ductwork or a return-air box. A transfer grille moves air between rooms or across a door or wall, often to provide make-up air. Their downstream paths and acoustic, fire and privacy implications differ.",AU-ME-RETURN-AIR-GRILLE|AU-TC-TRANSFER-AIR-GRILLE|AU-TC-MAKEUP-AIR-OPENING,SRC-POLYAIRE-HVAC-COMPONENTS|SRC-ABCB-HP-ROOM-VENTILATION,Trace both sides of the opening before assigning return or transfer role.
TERM-302,closed-loop hydronic heating water pipe,"hot-water pipe, heating pipe or warm-water line",accepted_pending_review,"Hydronic heating water circulates through a heat source and emitters. Potable heated water is delivered to fixtures. The services may use similar pipe materials but have different water quality, valves, safety arrangements, temperatures and endpoints.",AU-ME-HYDRONIC-HEATING-SYSTEM|AU-ME-HYDRONIC-FLOW-PIPE|AU-ME-HYDRONIC-RETURN-PIPE|AU-PL-HEATED-WATER-SERVICE,SRC-REHAU-AU-HYDRONIC|SRC-BOSCH-AU-HYDRONIC-INSTALL|SRC-ABCB-HP-MECHANICAL-SERVICES,"Require the fluid service and endpoints before selecting pipe, fittings, insulation or regulatory evidence."
TERM-303,"R-value, airflow, pressure, capacity, clearance and acoustic performance as attributes or analysis linked to physical objects","R-value solid, airflow cone, compliant clearance box or capacity geometry",accepted_pending_review,"These values describe material performance, operating state, design calculation or required empty space. A visible overlay can help coordination but is not a material quantity and cannot prove compliance from geometry alone.",AU-ME-HYDRONIC-PIPE-INSULATION|AU-ME-EXTERNAL-DUCT-INSULATION|AU-ME-PACKAGED-HEAT-RECOVERY-VENTILATION-UNIT|AU-ME-OUTDOOR-CONDENSING-UNIT,SRC-ABCB-HP-MECHANICAL-SERVICES|SRC-SA-ASNZS5141-2018|SRC-MITSUBISHI-AU-LOSSNAY-SPEC,"Keep optional coordination overlays out of material take-off and link every claimed value to product, design and edition evidence."
TERM-304,AS 1668.2:2012 for the NCC Housing Provisions call-up and AS 1668.2:2024 only where the project adopts or otherwise uses it,the current AS 1668.2,accepted_pending_review,"Standards Australia published a newer general ventilation edition, but publication does not silently replace the edition cited by the selected NCC pathway. A project can also be governed by jurisdictional transition or approval dates.",AU-ME-WHOLE-HOUSE-HEAT-RECOVERY-VENTILATION-SYSTEM|AU-ME-PACKAGED-HEAT-RECOVERY-VENTILATION-UNIT|AU-TC-ROOM-EXHAUST-MAKEUP-AIR-SYSTEM,SRC-ABCB-HP-ROOM-VENTILATION|SRC-SA-AS1668-2-2024|SRC-ABCB-HP-REFERENCED-DOCS,"Persist the exact edition, NCC pathway, jurisdiction, project date and reason for use with every rule result."
TERM-305,"refrigerant licence, authorisation, charging, evacuation and leak-test results as practitioner or work evidence","licensed pipe, compliant flare or certified air-conditioner geometry",accepted_pending_review,"Australia regulates refrigerant handling and trading. Licences, work practices and test results concern people, businesses and completed work; they are not extra solids and cannot be inferred from a drawn tube, fitting or equipment box.",AU-ME-REFRIGERANT-PIPEWORK-ASSEMBLY|AU-ME-REFRIGERANT-FLARE-JOINT|AU-ME-REFRIGERANT-BRAZED-JOINT|AU-ME-OUTDOOR-CONDENSING-UNIT,SRC-DCCEEW-RAC-TECHNICIANS|SRC-ARC-REFRIGERANT-CODE-2024,Attach licence and work records to installed instances without making compliance claims from shape.
TERM-306,documented condensate or cooler-water discharge point,"drain to outside, stormwater, sewer or ground by default",accepted_pending_review,"Acceptable discharge depends on equipment, drainage design, jurisdiction, site and connection conditions. Condensate and evaporative-cooler dump water also arise from different systems and may follow different requirements.",AU-ME-CONDENSATE-DRAIN-TERMINAL|AU-ME-EVAPORATIVE-COOLER-DRAIN-PIPE|AU-ME-EVAPORATIVE-COOLER-DRAIN-VALVE,SRC-MITSUBISHI-AU-RESIDENTIAL-AC|SRC-SEELEY-BRAEMAR-EVAP-INSTALL,Require a selected discharge destination and connected plumbing or site object before completing the route.
TERM-307,"volume-control, backdraft, fire, smoke and combination fire-smoke damper as separate roles",duct damper,accepted_pending_review,"The bodies can all contain blades, but their purposes, actuation, testing, access and evidence differ. A balancing or zone damper must never be substituted for a tested fire- or smoke-resisting penetration system.",AU-ME-MANUAL-VOLUME-CONTROL-DAMPER|AU-ME-MOTORISED-ZONE-DAMPER|AU-TC-EXHAUST-FAN-BACKDRAFT-DAMPER,SRC-POLYAIRE-HVAC-COMPONENTS|SRC-ABCB-HP-MECHANICAL-SERVICES|SRC-ABCB-V2-H3-FIRE-SAFETY,Keep life-safety dampers in the fire-safety code path with tested-system evidence and use mechanical dampers only for airflow roles.
TERM-308,"insulated flexible air duct for the complete product and inner core, insulation and outer jacket for its drawable layers","flex duct, duct liner or plastic duct",accepted_pending_review,"The complete flexible duct is a layered product. Its helical inner core carries air, insulation provides thermal resistance and the outer jacket protects and contains the insulation. A torn jacket is not the same defect as a crushed inner core.",AU-ME-INSULATED-FLEXIBLE-AIR-DUCT|AU-ME-FLEXIBLE-DUCT-INNER-CORE|AU-ME-FLEXIBLE-DUCT-INSULATION|AU-ME-FLEXIBLE-DUCT-OUTER-JACKET,SRC-SA-AS4254-1-2021|SRC-POLYAIRE-HVAC-COMPONENTS|SRC-ABCB-HP-MECHANICAL-SERVICES,"Generate the assembly by default but retain layer identity for cuts, damage, connections and material take-off."
TERM-309,manufacturer refrigerant branch joint for a simple split and branch box only where the selected multi-split architecture includes one,"Y-piece, refnet, branch box or manifold",accepted_pending_review,"A passive copper Y-joint and a boxed multi-port branch component are not the same object. Branch boxes can contain valves, electronics and several connection pairs, while a simple joint has only formed passages.",AU-ME-REFRIGERANT-BRANCH-JOINT|AU-ME-MULTI-SPLIT-AIR-CONDITIONING-SYSTEM,SRC-MITSUBISHI-AU-RESIDENTIAL-AC|SRC-ARC-REFRIGERANT-CODE-2024,Read the selected equipment connection diagram before generating branches; add a branch-box product object only when confirmed.
TERM-310,evaporative cooling as an outdoor-air supply system with a documented building air-relief path,ducted cooling equivalent to refrigerated recirculating air conditioning,accepted_pending_review,A ducted evaporative cooler draws outdoor air through wet media and supplies it to rooms. The introduced air must leave the building through deliberate relief paths; closing the house like a recirculating refrigerated system changes performance and pressure behaviour.,AU-ME-EVAPORATIVE-COOLING-SYSTEM|AU-ME-PACKAGED-DUCTED-EVAPORATIVE-COOLER|AU-TC-EVAPORATIVE-COOLER-DAMPER,SRC-SEELEY-BRAEMAR-EVAP-INSTALL|SRC-SEELEY-BRAEMAR-EVAP-COMPONENTS|SRC-ENERGY-GOV-AU-HEATING-COOLING,Generate supply paths and request the designed relief strategy rather than adding a refrigerated-system return-air network.
TERM-311,hydronic flow and return as explicit circuit roles,"two heating pipes, red pipe and blue pipe, supply and return inferred from position",accepted_pending_review,"The same pipe product can serve either role and routes can cross. Colour, left-right position and relative elevation are conventions, not reliable system semantics.",AU-ME-HYDRONIC-FLOW-PIPE|AU-ME-HYDRONIC-RETURN-PIPE|AU-ME-HYDRONIC-FLOW-HEADER|AU-ME-HYDRONIC-RETURN-HEADER,SRC-REHAU-AU-HYDRONIC|SRC-BOSCH-AU-HYDRONIC-INSTALL,Store direction and connected endpoints for every circuit segment instead of deriving role from display colour or coordinates.
TERM-312,"buffer tank, expansion vessel and domestic storage water heater as separate vessel functions",hydronic tank or hot-water cylinder,accepted_pending_review,"A buffer tank adds system water volume or hydraulic stability. An expansion vessel accepts thermal expansion against a gas cushion. A domestic storage heater contains potable water for fixture use. They have different ports, pressure behaviour, insulation and safety components.",AU-ME-HYDRONIC-BUFFER-TANK|AU-ME-HYDRONIC-EXPANSION-VESSEL|AU-PL-STORAGE-WATER-HEATER,SRC-BOSCH-AU-HYDRONIC-INSTALL|SRC-REHAU-AU-HYDRONIC,"Require vessel purpose, fluid, port arrangement and pressure data before selecting geometry or safety parts."
TERM-313,hydraulic separator or low-loss header only for a low-resistance primary-secondary interface,"header, manifold, buffer tank or hydraulic separator",accepted_pending_review,"All can appear as enlarged pipe bodies with several ports. A hydraulic separator decouples circuit flows; an ordinary header distributes branches; a manifold serves repeated circuits; a buffer tank stores significant water volume. Some products combine functions, but the roles are not automatic synonyms.",AU-ME-HYDRONIC-HYDRAULIC-SEPARATOR|AU-ME-HYDRONIC-FLOW-HEADER|AU-ME-UNDERFLOOR-HEATING-MANIFOLD-ASSEMBLY|AU-ME-HYDRONIC-BUFFER-TANK,SRC-BOSCH-AU-HYDRONIC-INSTALL|SRC-REHAU-AU-HYDRONIC,Store the hydraulic function and each port role; allow combined products only when supported by selected product evidence.
TERM-314,thermostatic radiator valve for local radiator modulation and room thermostat for an electrical zone demand,radiator thermostat or temperature control,accepted_pending_review,"A TRV head mechanically operates its own radiator valve in response to local temperature. A room thermostat sends a control request to valves, actuators, pumps or the heat source. They can coexist and have different placement and wiring.",AU-ME-THERMOSTATIC-RADIATOR-VALVE-ASSEMBLY|AU-ME-THERMOSTATIC-RADIATOR-VALVE-HEAD|AU-ME-HYDRONIC-ROOM-THERMOSTAT,SRC-BOSCH-AU-HYDRONIC-INSTALL|SRC-REHAU-AU-HYDRONIC,Generate each physical control only when present and prevent furniture or covers from invalidating its intended sensing location.
TERM-315,one continuous underfloor-heating loop with paired flow and return manifold ports,"floor-heating pipe grid, heating coil or floor zone",accepted_pending_review,"A loop is a continuous pressure circuit, commonly without concealed intermediate joints, that leaves one flow port and returns to its matching return port. A room zone may contain several loops controlled together and is not itself a pipe object.",AU-ME-UNDERFLOOR-HEATING-PIPE-LOOP|AU-ME-UNDERFLOOR-HEATING-MANIFOLD-ASSEMBLY|AU-ME-HYDRONIC-UNDERFLOOR-HEATING-ASSEMBLY,SRC-REHAU-UNDERFLOOR-GUIDE|SRC-REHAU-AU-HYDRONIC,"Keep circuit identity, continuous route, length, spacing and paired manifold ports explicit; treat zone grouping as control data."
TERM-316,"gypsum plasterboard as the generic Australian object, with Gyprock as a proprietary search term and drywall as regional language","Gyprock, plasterboard and drywall as identical canonical product names",accepted_pending_review,"Gyprock is a CSR trade mark that is widely used colloquially in Australia. Drywall is common North American language and can also refer to the wider construction method. Product brand, generic material and assembly must remain distinguishable.",AU-IL-STANDARD-GYPSUM-PLASTERBOARD-SHEET|AU-IL-PLASTERBOARD-WALL-LINING-ASSEMBLY,SRC-SA-ASNZS2588-2018|SRC-GYPROCK-RESIDENTIAL-INSTALLATION|SRC-KNAUF-PLASTERBOARD-PRODUCTS,"Let all three terms find the object, retain plasterboard as the Australian generic name and keep the selected manufacturer and product separately."
